title|year|Abstract|Keywords|Keywords-Plus|Web-of-Science-Categories|Times-Cited|Usage-Count-Last-180-days|Usage-Count-Since-2013
Psychological Features for Automatic Text Summarization|2017|Automatically summarizing a document requires conveying the important points of a large document in only a few sentences. Extractive strategies for summarization are based on selecting the most important sentences from the input document(s). We claim here that standard features for estimating sentence importance can be effectively combined with innovative features that encode psychological aspects of communication. We employ Quantitative Text analysis tools for estimating psychological features and we inject them into state-of-the-art extractive summarizers. Our experiments demonstrate that this novel set of features is a good guidance for selecting salient sentences. Our empirical study concludes that psychological features are best suited for hard summarization cases. This motivated us to formally define and study the problem of predicting the difficulty of summarization. We propose a number of predictors to model the difficulty of every summarization problem and we evaluate several learning methods to perform this prediction task.|Automatic text summarization; psychology of natural language use; linguistic inquiry word count; predicting summarization difficulty|WORDS|Computer Science, Artificial Intelligence|0|3|3
Evaluation and instruction in PhD examiners' reports: How grammatical choices construe examiner roles|2017|One of the principal roles of a PhD examiner is to judge both the potential of the researcher and the quality of the research (Holbrook, Bourke, Fairbairn, \& Lovat, 2014, p. 986). While examiners may be guided by criteria supplied by universities, the descriptors they are provided with can often be open to interpretation. Interpreting an examiner's report can present a challenge to students and their supervisors, exacerbated by the often ambiguous use of language in the reports. This article examines the discourses of evaluation and instruction in 142 PhD examiners reports on theses submitted at an Australasian university. The paper draws on systemic functional linguistics, in particular transitivity (Halliday \& Matthiessen, 2014), in order to examine the reports. The study revealed that examiners can adopt up to 10 roles in their reports, each of which can be co-present in a single report. The inability to differentiate between these roles, we argue, is potentially frustrating for the audience of the reports (candidates, supervisors, departmental heads, etc.), particularly when interpreting whether a comment in the text represents an evaluation, an instruction, or an aside. By revealing these multiple, yet co-present, roles in examiners reports and their associated linguistic realisations, we hope to raise examiners awareness of the implications of the language they use when writing their reports as well as draw thesis supervisor and institutional attention to the ambiguities inherent in this underexplored genre. (C) 2017 Elsevier Inc. All rights reserved.|Grammatical choices; PhD thesis; Examiners' reports; Systemic functional linguistics; Discourse analysis; Roles; Language of evaluation; Transitivity; Mood; Theme|THESES; FEEDBACK|Education \& Educational Research; Linguistics; Language \& Linguistics|0|3|3
Investigating intertextuality and interdiscursivity in evaluation: the case of conceptual blending|2017|The present paper investigates the sense making practices of participants in interaction within the context of reception studies of advertising and explores the cognitive nature of intertextuality and interdiscursivity as evidence of conceptual integration. The paper argues that sense making, through its intertextual and interdiscursive nature, is a carrier of attitudinal disposition which is manifested in the lexical selection of evaluative items arising from conceptual integration. The data examined for this study were collected from informants in focus groups when discussing a series of printed adverts that make reference to works of art. The results of the analysis indicate that intertextuality and interdiscursivity can be seen as constituting evidence of the conceptual phenomena of blending theory in sense making from where evaluative disposition emerges. They further suggest that both are processes in the audience's sense making process rather than merely a feature of texts.|intertextuality; interdiscursivity; conceptual blending; appraisal; sense making|ATTITUDES|Linguistics; Language \& Linguistics; Psychology, Experimental|0|3|3
Gradual development of constructional complexity in German spatial language|2017|In this paper, we assess the developmental trajectories by which children approach adult levels of complexity and informativeness in the linguistically and conceptually challenging domain of spatial language. To this end, we look at three types of spatial relations (localization, spontaneous and caused motion) in spontaneous German child speech (age 2; 6 to 2; 11 and 4; 6 to 4; 11), and in elicited Frog Story narratives from German child and adult speakers (3-, 5-, 9-year-olds, and adults. Children are generally sensitive to typological preferences. From early on, their productions reflect target-languagespecific lexicalization patterns. Our analyses show that they still approach adult-like levels of information complexity and density only gradually. This concerns the local complexity (structural repertoire for the conceptual slots figure, verb, path/ground), as also established in previous research, but in particular the global complexity, as investigated in this study. Global complexity measures the structural integration of information, or the combinatorial complexity that surfaces at the utterance level. As predicted by usage-based theories, adult-like degrees of informativeness and information density are only reached gradually, although the component parts at the local level are available earlier in development.|spatial language; first language development; construction complexity; information density; usage-based|ACQUISITION; USAGE; TEXT|Linguistics; Language \& Linguistics|0|3|3
Automated formative writing assessment using a levels of language framework|2017|This study investigates a novel approach to conducting formative writing assessment that involves evaluating students' writing skills across three levels of language (word, sentence, and discourse) using automated measures of word choice, syntax, and cohesion. Writing from students in Grades 6 and 8 (n = 240 each) was analyzed using Coh-Metrix. Multigroup confirmatory factor analysis evaluated a hypothesized three factor levels of language model, and multigroup structural equation modeling determined if these factors predicted performance on a state writing achievement test comprised of a Direct Assessment of Writing (DAW) and an Editing and Revising test (ER). Results indicated that a subset of 9 Coh-Metrix measures successfully modeled three latent levels of language factors at each grade level. Results also indicated that the DAW test was predicted by the latent Discourse factor and the ER test was predicted by the latent Discourse and Sentence factors. Findings provide a proof of concept for automated formative assessment using a levels of language framework. Furthermore, although not the primary goal of the study, results may lay the groundwork for new levels of language detection algorithms that could be incorporated within automated writing evaluation software programs to expand automated + teacher assessment and feedback approaches.|Automated writing evaluation (AWE); Coh-Metrix; Formative assessment; Natural language processing; Writing assessment|TESTING MEASUREMENT INVARIANCE; INTERMEDIATE-GRADE WRITERS; ESSAY EVALUATION SOFTWARE; OF-FIT INDEXES; STUDENTS; SKILLS; DISABILITIES; FEEDBACK; QUALITY; TEXT|Education \& Educational Research; Linguistics|1|3|3
Effects of corpus-based instruction on phraseology in learner English|2017|This study analyses the effects of data-driven learning (DDL) on the phraseology used by 223 English students at an Italian university. The students studied the genre of opinion survey reports through paper-based and hands-on exploration of a reference corpus. They then wrote their own report and a learner corpus of these texts was compiled. A contrastive interlanguage analysis approach (Granger, 2002) was adopted to compare the phraseology of key items in the learner corpus with that found in the reference corpus. Comparison is also made with a learner corpus of reports produced by a previous cohort of students who had not used the reference corpus. Students who had done DDL tasks used a wider range of genre-appropriate phraseology and produced a lower number of stock phrases than those who had not. The study also finds evidence that students use more phrases encountered in paper-based concordancing tasks than in hands-on tasks. Unlike in previous DDL studies, observations of the learning of a specific text-type through DDL in the present study are based on the comparison with both a control learner corpus and an expert corpus. The study also considers the use of DDL with a large class size.|Data-driven Learning; Learner Corpora; Corpus Linguistics; Language Teaching Methodology|LEXICAL BUNDLES; LANGUAGE; PROFICIENCY|Education \& Educational Research; Linguistics|1|3|3
Assessing syntactic sophistication in L2 writing: A usage-based approach|2017|Over the past 45 years, the construct of syntactic sophistication has been assessed in L2 writing using what Bulte and Housen (2012) refer to as absolute complexity (Lu, 2011; Ortega, 2003; Wolfe-Quintero, Inagaki, \& Kim, 1998). However, it has been argued that making inferences about learners based on absolute complexity indices (e.g., mean length of t-unit and mean length of clause) may be difficult, both from practical and theoretical perspectives (Norris \& Ortega, 2009). Furthermore, indices of absolute complexity may not align with some prominent theories of language learning such as usage-based theories (e.g., Ellis, 2002a,b). This study introduces a corpus-based approach for measuring syntactic sophistication in L2 writing using a usage-based, frequency-driven perspective. Specifically, novel computational indices related to the frequency of verb argument constructions (VACs) and the strength of association between VACs and the verbs that fill them (i.e., verb-VAC combinations) are developed. These indices are then compared against traditional indices of syntactic complexity (e.g., mean length of T-unit and mean length of clause) with regard to their ability to model one aspect of holistic scores of writing quality in Test of English as a Foreign Language (TOEFL) independent essays. Indices related to usage-based theories of syntactic development explained greater variance (R-2=.142) in holistic scores of writing quality than traditional methods of assessing syntactic complexity (R-2=.058). The results have important implications for modeling syntactic sophistication, L2 writing assessment, and AES systems.|Automatic essay scoring; corpus-based; natural language processing; syntactic complexity; usage-based; writing assessment|CONTEMPORARY-AMERICAN-ENGLISH; 2ND-LANGUAGE ACQUISITION; COMPLEXITY-MEASURES; CORPUS; CONSTRUCTIONS; LINGUISTICS; JUDGMENTS; INDEXES; QUALITY; VERBS|Linguistics; Language \& Linguistics|0|3|3
An agreement between the Sardians and the Mermnads in the Lydian language?|2017|This paper addresses the interpretation of a Lydian text inscribed on a stele which was placed in the precinct of Artemis in the Anatolian town of Sardis at some point in the 5th-4th centuries BC. Its linguistic analysis is conducive to the conclusion that it defines the status of a privileged group called the m lambda imna-vis-a-vis the Sardians and mandates payments or transfer of property to the m lambda imna-group. The improved interpretation of the text allows me to revive the old hypothesis according to which the m lambda imna-is the Lydian designation of the Mermnad clan, whose representatives held sway in Sardis before the Achaemenid conquest.|Lydian; Carian; decipherment; Sardis; Achaemenid; Mermnad|ORIGIN|Linguistics; Language \& Linguistics|0|3|3
He's more katakana than kanji: Indexing identity and self-presentation through script selection in Japanese manga (comics)|2017|This paper examines the role of script selection in indexing identities and styles of self-presentation within a Japanese manga (comic). By cataloguing where the kanji, hiragana, and katakana scripts are used to represent first person pronouns, I establish the contexts where each script/pronoun combination serves as a locally normative representation. These norms are compared against non-normative representations to gain insight into the local meanings associated with the various scripts. Analysis of the variant forms is combined with an interview with the manga's author. Ultimately, the results reveal that the contribution of script to the meaning of a Japanese text goes beyond any single marked selection, and involves interactions between both locally normative patterns of script use and meaningful local violations of these norms. Selections of script are seen to convey nuances in how meaning is constructed in the text, as well as reflecting wider ideologies about language use in Japan.|Indexicality; Japanese; Japanese writing; script; language ideology; comics|LANGUAGE; HISTORY|Linguistics|0|3|3
The Semantic Processing of Motion Verbs: Coercion or Underspecification?|2017|Underspecification and coercion are two prominent interpretive mechanisms to account for meaning variability beyond compositionality. While there is plentiful evidence that natural language meaning constitution exploits both mechanisms, it is an open issue whether a concrete phenomenon of meaning variability is an instance of underspecification or coercion. This paper argues that this theoretical dispute can be settled experimentally. The test case are standard motion verbs (e.g. walk, ride) in combination with +/- telic directional phrases, for which both underspecifaction and coercion analyses have been proposed in the literature. A self-paced reading study which incorporates motion verbs, directional phrases and durative/completive temporal adverbials (1) aims at determining the aspectual value of such verbs, and (2) compares the hypotheses of the Underspecification and Coercion Accounts. The results of the reading time experiment (flanked by a corpus study and a completion study) indicate that motion verbs are aspectually underspecified. They combine with +/- telic directional phrases with equal ease. The combination with a mismatching temporal adverbial is an instance of coercion, causing additional processing costs.|Motion verbs; Aspectual coercion; Underspecification; Semantic processing|ASPECTUAL COERCION|Linguistics; Psychology, Experimental|1|2|3
The mechanism of additive composition|2017|Additive composition (Foltz et al. in Discourse Process 15:285-307, 1998; Landauer and Dumais in Psychol Rev 104(2):211, 1997; Mitchell and Lapata in Cognit Sci 34(8):1388-1429, 2010) is a widely used method for computing meanings of phrases, which takes the average of vector representations of the constituent words. In this article, we prove an upper bound for the bias of additive composition, which is the first theoretical analysis on compositional frameworks from a machine learning point of view. The bound is written in terms of collocation strength; we prove that the more exclusively two successive words tend to occur together, the more accurate one can guarantee their additive composition as an approximation to the natural phrase vector. Our proof relies on properties of natural language data that are empirically verified, and can be theoretically derived from an assumption that the data is generated from a Hierarchical Pitman-Yor Process. The theory endorses additive composition as a reasonable operation for calculating meanings of phrases, and suggests ways to improve additive compositionality, including: transforming entries of distributional word vectors by a function that meets a specific condition, constructing a novel type of vector representations to make additive composition sensitive to word order, and utilizing singular value decomposition to train word vectors.|Compositional distributional semantics; Bias and variance; Approximation error bounds; Natural language data; Hierarchical Pitman-Yor process|NEURAL NETWORKS; SEMANTICS; MODELS; LAW|Computer Science, Artificial Intelligence|0|2|3
A resource of errors written in Spanish by people with dyslexia and its linguistic, phonetic and visual analysis|2017|In this work we introduce the analysis of DysList, a language resource for Spanish composed of a list of unique spelling errors extracted from a collection of texts written by people with dyslexia. Each of the errors was annotated with a set of characteristics as well as with visual and phonetic features. To the best of our knowledge, this is the largest resource of this kind in Spanish. We also analyzed all the features of Spanish errors and our main finding is that dyslexic errors are phonetically and visually motivated.|Errors; Dyslexia; Visual; Phonetics; Resource; Spanish|SPELLING-ERRORS; READING-DISABILITY; ACQUISITION; ATTENTION; STUDENTS; DEFICIT|Computer Science, Interdisciplinary Applications|0|3|3
Asynchronous group review of EFL writing: Interactions and text revisions|2017|The current paper reports an empirical study of asynchronous online group review of argumentative essays among nine English as foreign language (EFL) Arab university learners joining English in their first, second, and third years at the institution. In investigating online interactions, commenting patterns, and how the students facilitate text revisions, a three-level analysis of learners' comments in terms of the language functions, nature and focus area, and connections to subsequent text revisions was conducted. The learners produced a number of 1792 comments which were exploratory, including scaffolding and non-scaffolding (72\%), procedural (11\%), and social (17\%) comments. In relation to the nature and focus area, 53\% of the exploratory comments were revision-oriented comments-focusing on global (n = 799; 84\%) and local (n = 149; 16\%) issues of learners' essays-whereas non-revision-oriented comments (47\%) focused on learners' socio-relational space (74\%), task management (23\%) and technical challenges (3\%). The findings also showed that 46\% of the overall global (n = 615) and only 10\% of the overall local (n = 838) text revisions were connected to learners' comments, indicating the value of global oriented comments in facilitating learners' global text revisions. Differences of occurrence of these commenting patterns among the three groups were found. Such findings suggest that global text revisions need to be modelled by instructors.|Asynchronous Group Review; Interactions; Text Revisions; EFL Learners|FACE-TO-FACE; COLLEGE-STUDENTS; FOREIGN-LANGUAGE; ONLINE; ENGLISH; TECHNOLOGY; LEARNERS; FEEDBACK; SUPPORT; WRITERS|Education \& Educational Research; Linguistics|1|2|3
Longitudinal changes in linguistic complexity among professional football players|2017|Reductions in spoken language complexity have been associated with the onset of various neurological disorders. The objective of this study is to analyze whether similar trends are found in professional football players who are at risk for chronic traumatic encephalopathy. We compare changes in linguistic complexity (as indexed by the type-to-token ratio and lexical density) measured from the interview transcripts of players in the National Football League (NFL) to those measured from interview transcripts of coaches and/or front-office NFL executives who have never played professional football. A multilevel mixed model analysis reveals that exposure to the high-impact sport (vs no exposure) was associated with an overall decline in language complexity scores over time. This trend persists even after controlling for age as a potential confound. The results set the stage for a prospective study to test the hypothesis that language complexity decline is a harbinger of chronic traumatic encephalopathy. (C) 2017 Elsevier Inc. All rights reserved.|Chronic traumatic encephalopathy; Linguistic complexity; Natural language processing; Type-to-token ratio; Lexical density|TRAUMATIC BRAIN-INJURY; CONVERSATIONAL SPEECH; ALZHEIMERS-DISEASE; OLDER ADULTS; LIFE-SPAN; DISCOURSE; DEMENTIA; MILD; LANGUAGE; NARRATIVES|Audiology \& Speech-Language Pathology; Linguistics; Neurosciences; Psychology, Experimental|0|0|3
Differentiated eliteness: socialization for academic leadership|2017|This article examines how different forms of eliteness are reflected and produced in discursive practices in texts and participant testimonials published on two websites describing American university leadership development programs. It emphasizes the way that these practices operate to thematize and differentiate forms of eliteness (academic vs. administrative) that have a long tradition of being represented as antithetical forms of knowledge, expertise and ways of life, and to socialize participants with claims to one kind of eliteness to another. Through the examination of the use of titles, characterizations of program participants as pedagogical subjects, narratives of personal transformation and skills discourses {[}Urciuoli, B. 2008. Skills and Selves in the New Workplace. American Ethnologist 35 (2): 211-228.], the analysis shows how discourse is implicated in the production and reproduction of neoliberal subjects and perspectives on institutional functions and roles.|Eliteness; academia leadership; neoliberalism|SELVES|Humanities, Multidisciplinary; Communication; Linguistics|0|0|3
Predicting inpatient clinical order patterns with probabilistic topic models vs conventional order sets|2017|Objective: Build probabilistic topic model representations of hospital admissions processes and compare the ability of such models to predict clinical order patterns as compared to preconstructed order sets. Materials and Methods: The authors evaluated the first 24 hours of structured electronic health record data for >10K inpatients. Drawing an analogy between structured items (e.g., clinical orders) to words in a text document, the authors performed latent Dirichlet allocation probabilistic topic modeling. These topic models use initial clinical information to predict clinical orders for a separate validation set of >4K patients. The authors evaluated these topic model-based predictions vs existing human-authored order sets by area under the receiver operating characteristic curve, precision, and recall for subsequent clinical orders. Results: Existing order sets predict clinical orders used within 24 hours with area under the receiver operating characteristic curve 0.81, precision 16\%, and recall 35\%. This can be improved to 0.90, 24\%, and 47\% (P<10(-20)) by using probabilistic topic models to summarize clinical data into up to 32 topics. Many of these latent topics yield natural clinical interpretations (e.g., ``critical care,{''} ``pneumonia,{''} ``neurologic evaluation{''}). Discussion: Existing order sets tend to provide nonspecific, process-oriented aid, with usability limitations impairing more precise, patient-focused support. Algorithmic summarization has the potential to breach this usability barrier by automatically inferring patient context, but with potential tradeoffs in interpretability. Conclusion: Probabilistic topic modeling provides an automated approach to detect thematic trends in patient care and generate decision support content. A potential use case finds related clinical orders for decision support.|clinical decision support systems; electronic health records; data mining; probabilistic topic modeling; clinical summarization; order sets|ELECTRONIC HEALTH RECORDS; DECISION-SUPPORT-SYSTEMS; PRACTICE GUIDELINES; BIG DATA; ENTRY; KNOWLEDGE; MEDICINE; DESIGN; TRIALS; MENUS|Computer Science, Information Systems; Computer Science, Interdisciplinary Applications; Health Care Sciences \& Services; Information Science \& Library Science; Medical Informatics|0|2|3
NegoChat-A: a chat-based negotiation agent with bounded rationality|2016|To date, a variety of automated negotiation agents have been created. While each of these agents has been shown to be effective in negotiating with people in specific environments, they typically lack the natural language processing support required to enable real-world types of interactions. To address this limitation, we present NegoChat-A, an agent that incorporates several significant research contributions. First, we found that simply modifying existing agents to include an natural language processing module is insufficient to create these agents. Instead, agents that support natural language must have strategies that allow for partial agreements and issue-by-issue interactions. Second, we present NegoChatA's negotiation algorithm. This algorithm is based on bounded rationality, and specifically anchoring and aspiration adaptation theory. The agent begins each negotiation interaction by proposing a full offer, which serves as its anchor. Assuming this offer is not accepted, the agent then proceeds to negotiate via partial agreements, proposing the next issue for negotiation based on people's typical urgency, or order of importance. We present a rigorous evaluation of NegoChat-A, showing its effectiveness in two different negotiation roles.|Human-agent interactions; Negotiation; Algorithms|BY-ISSUE NEGOTIATIONS; REFERENCE POINTS; INFORMATION; PREFERENCE|Automation \& Control Systems; Computer Science, Artificial Intelligence|6|0|3
The prologues to Ruben Dario's Azul ... (1890): reflections and dependencies|2016|Juan Valera's commentaries to Azul ... (1888) meant a kind of literary canonization for the young Dario, who decided to incorporate them into book's second edition, placing them before Eduardo de la Barra's original prologue. Valera's famous letters ended up replacing De la Barra's text, as a consequence of an autopromotion process in which Dario was placing Azul.... as the beginning of Hispanic modernism and the origin of what himself called his ``bregas posteriores{''}. Nevertheless, a detailed analysis of both texts can demonstrate to what extent Valera is debtor of Eduardo de la Barra's remarks and anticipated ideas. Besides, De la Barra penetrated much more than the Spanish novelist in the relationship between Dario's poetics and French literature, and more specifically with Parnassian and Decadent poets. We explain the reflections and dependencies between the two prologues that accompanied the Azul...'s Guatemalan edition (1890), up to now just suggested by some critics.|Ruben Dario; Azul ... Prologues; Juan Valera; Eduardo de la Barra|DARIO,RUBEN; `AZUL'|Linguistics; Language \& Linguistics; Literature, Romance|0|1|3
PLASTIC LETTERS: ALPHABET MIXING AND IDEOLOGIES OF PRINT IN UKRAINIAN SHOP SIGNS|2015|This article examines the complex intersection of language ideologies shaping alphabetic choices in Ukrainian outdoor advertising and shop signs, focusing on alphabet mixing through the insertion of Latin letters into Cyrillic texts and the juxtaposition of parallel or alternating texts using both of these writing systems. Drawing upon ethnographic data from work with graphic designers and consumers as well as analysis of language use in signs, I argue that while alphabet mixing is often characterized as ``faddish{''} or ``youth-oriented{''} these practices also reflect Soviet-era ideological stances towards both Latin typefaces, seen as ``plastic{''} letters associated with Western capitalism, and Cyrillic typefaces, seen as ``rigid{''} forms subject to strong central control by the Soviet state. The increasing availability of personal computers with word-processing and graphic design software in Ukraine has both increased access by individuals to print technology, and promoted a new typographic aesthetic through the dissemination of Cyrillic fonts based on Latin, not Soviet or pre-Soviet Cyrillic, models.|Digraphia; Orthography; Advertising; Ukraine|IDENTITY; LANGUAGE|Linguistics; Language \& Linguistics|0|0|3
Direct object resumption in Hebrew: How modality of presentation and relative clause position affect acceptability|2015|Hebrew is generally considered a language with grammaticized resumption, in which resumptive pronouns (RPs) and gaps alternate freely in direct object position. The current study investigates whether and how speakers' acceptability judgments of direct object RPs in Hebrew are affected by the position of the relative clause in the main clause and the modality in which the sentences are presented. A hundred and eight Hebrew speakers completed an acceptability rating survey which included sentences with relative clauses modifying the main clause subject, direct, or indirect object, with either a gap or a resumptive pronoun. Modality of presentation was visual for half of the participants, and auditory for the other half. Results show that Hebrew speakers consistently judge direct object resumptives as less natural than gaps, particularly when sentences are presented in written form. The position of the relative clause does not interact with the acceptability of the RP. We discuss how different processing considerations may have contributed to the pattern of results observed. (C) 2015 Elsevier B.V. All rights reserved.|Resumption; Resumptive pronouns; Relative clauses; Hebrew; Auditory modality; Acceptability ratings|PRONOUNS; DEPENDENCIES; ENGLISH|Linguistics; Language \& Linguistics|1|0|3
CONDUCTING A TASK WHILE RECONSTRUCTING ITS MEANING: INTERACTION, PROFESSIONAL IDENTITIES AND RECONTEXTUALIZATION OF A WRITTEN TASK ASSIGNMENT|2015|This article investigates the way an institutional task of a meeting is oriented to by different meeting participants and developed in and through local interaction. Our data come from a city organization, where a large organizational change is planned and prepared through a series of face-to-face encounters and accompanying written texts. Using the notion of recontextualization and by connecting it to the conversation analytical method and to the notion of intersubjectivity, the study examines how the institutional task that is verbalized in written form prior to the meeting is conceptualized by meeting participants in their turns of talk. By doing so, the study will particularly shed light on the question of how different recontextualizations are motivated by their sequential position in interaction. Based on this, it also investigates how the meeting participants construct their professional identities through the conceptualizations made. In a wider sense, the article shows how spoken interaction and written texts interweave and form a reciprocal relationship in organizational life. Thus, it contributes to a deeper understanding about the multifaceted connections between the interactional management of meetings and wider organizational practices and processes that these encounters have been set up to advance.|Institutional task; Agenda; Recontextualization; Meeting interaction; Professional identity; Conversation analysis; Intersubjectivity|WORKPLACE MEETINGS; DISCOURSE; PARTICIPATION; CONVERSATION; DISAGREEMENT; ALIGNMENT; SESSIONS; RESOURCE; GENRE; TEAM|Linguistics; Language \& Linguistics|0|0|3
An Analysis of Spanish L2 Learners' Orientation Through Activity Theory|2015|Orientation is defined as the way in which individuals view a task and the means they devise to fulfill it (Appel \& Lantolf, 1994; Roebuck, 2000). This study investigated the orientation of twelve learners enrolled in a fourth-semester Spanish L2 university course through the analysis of their interactions during a collaborative text-reconstruction task and in their post-activity reflections on their participation. Viewed through the lens of activity theory (Appel \& Lantolf, 1994; Wertsch, 1998), learners' behavior and reflections presented an account of their orientation that was rooted in their motives, needs, and goals and materialized in concrete action during the task. Findings demonstrated that (a) learners' orientation changed at various times during the activity depending on how their individual goals were met by the social setting (e.g.,how helpful their partner was in completing the task) and (b) learners' reflections exposed information that was not apparent in activity (e.g., dissatisfaction with the task) but essential for language practitioners who seek to understand learners' goals, needs, and overall orientation toward language learning. Pedagogical implications address the implementation of orientation assessment forms in the L2 classroom.|orientation; interaction; activity theory; spanish|LANGUAGE-DEVELOPMENT; PROFICIENCY; ENGAGEMENT; PATTERNS; L1|Education \& Educational Research; Linguistics|0|0|3
Evolution of reflexive signals using a realistic vocal tract model|2015|We introduce a model of the evolution of reflexive primate signals that incorporates a realistic vocal tract model for generating the signals. Signaler neural networks receive signal types as inputs and produce vocal tract muscle activations as outputs. These muscle activations are input to a model of the primate vocal tract, generating real sounds. Receiver neural networks receive spectrograms of these sounds as inputs and produce signal type classifications as outputs. Incorporating a realistic vocal tract has a substantial effect on the types of signals that can evolve. Compared to a model with abstract signals, the realistic model signals are more similar and have more correlated elements. The realistic, embodied model also exhibits more variability in rate of adaptation, usually adapting more slowly. This may be explained by the more jagged fitness landscapes in the realistic model. The realistic signals also tend to be quiet. Environmental noise results in louder signals but makes the evolutionary process even slower and less robust. These results indicate that signal evolution with a more realistic genotype-phenotype mapping can differ substantially from evolution with abstract signals. Including realistic signal generation mechanisms may enable computational models to provide greater insights into natural signal evolution.|Embodiment; evolution; motor control; neural network; vocal signals; computational model|CENTRAL PATTERN GENERATORS; MONKEY ALARM CALLS; SAIMIRI-SCIUREUS; NEURAL-NETWORKS; SEMANTIC COMMUNICATION; LANGUAGE EVOLUTION; VOWEL ACQUISITION; EMBODIED AGENTS; SPINAL-CORD; SPEECH|Computer Science, Artificial Intelligence; Psychology, Experimental; Social Sciences, Interdisciplinary|0|0|3
Supporting interoperability of genetic data with LOINC|2015|Electronic reporting of genetic testing results is increasing, but they are often represented in diverse formats and naming conventions. Logical Observation Identifiers Names and Codes (LOINC) is a vocabulary standard that provides universal identifiers for laboratory tests and clinical observations. In genetics, LOINC provides codes to improve interoperability in the midst of reporting style transition, including codes for cytogenetic or mutation analysis tests, specific chromosomal alteration or mutation testing, and fully structured discrete genetic test reporting. LOINC terms follow the recommendations and nomenclature of other standards such as the Human Genome Organization Gene Nomenclature Committee's terminology for gene names. In addition to the narrative text they report now, we recommend that laboratories always report as discrete variables chromosome analysis results, genetic variation(s) found, and genetic variation(s) tested for. By adopting and implementing data standards like LOINC, information systems can help care providers and researchers unlock the potential of genetic information for delivering more personalized care.|Genetics; LOINC; Medical records systems; Clinical laboratory information systems; Vocabulary; controlled|ELECTRONIC HEALTH RECORD; CLINICAL DOCUMENT NAMES; ALLELE NOMENCLATURE; SUGGESTIONS; ONTOLOGY; GENOMICS|Computer Science, Information Systems; Computer Science, Interdisciplinary Applications; Health Care Sciences \& Services; Information Science \& Library Science; Medical Informatics|5|1|3
Context as Achilles' heel of translation technologies Major implications for end-users|2015|The tools of translation memories and machine translation can be viewed as (not) being able to draw on different aspects of context that are relevant to a particular translation project, such as bilingual text, portions of a text, versions of a text, related text, or extralinguistic context. The aspects of context that the tools can indeed draw on and how well they do so highlight their most important benefits, whereas the aspects of context that the tools may fail to draw on reveal their weaknesses. In cases where, depending on the context, a piece of text being translated may have more than one meaning or a translation of a piece of text may be rendered in more than one way, the contexts the tools are able to draw on are critical. An analysis of different kinds of context in different applications highlights the circumstances in which users of TM and MT tools may risk accepting semantically and lexically undesirable output, as well as when TM tool users may risk inputting contextually inappropriate translations. Further, context is an important consideration when integrating MT output into TM tools. Although TM and MT technologies differ in how they produce translation output, end-users of both tool types may face similar contextual challenges.|translation; technology; translation memory; machine translation; context; post-editing|TECHNICAL COMMUNICATION; VIEW|Linguistics; Language \& Linguistics|2|2|3
Student writing: gender and visibility; then and now|2015|Purpose - The purpose of this paper is to examine a selection of creative writings by students at one Australian secondary school over a period of 50-plus years, charting the frequency with which key markers of gender appear in student storytelling over this period and sampling the types of gendered representation demonstrated in these stories. Design/methodology/approach - Taken from a larger study, and grounded in feminist and poststructuralist reading practices, the research draws on Critical Discourse Analysis and quantifies verbal processes relating to gender using Halliday and Matthiessen's Systemic Functional Linguistics (SFL) (2004). Findings - The research finds the visibility of females in the selected corpus has increased considerably, yet the nature of female and male participation in these texts remains comparatively unchanged when measured by the process types of Halliday and Matthiessen's SFL (2004). Originality/value - If past decades of (pro) feminist choices are only challenging gendered patterns of representation at the level of quantity but not type, this has significant implications for teachers of English. The paper's conclusion considers what more might be done in present and future teaching to assist students to problematise their own, as well as others', representations of gender.|Critical discourse analysis; Gender representation; School magazines|GIRLS; ACHIEVEMENT; FEMINIST|Education \& Educational Research; Linguistics; Language \& Linguistics|0|0|3
Changing politics, changing language The effect of institutional and communicative changes on political language measured through content analysis of Italian intra-party debates|2015|This paper examines the changes in political language that occurred after 1989 in Italy and focuses on textual documents drafted by intra-party subgroups between 1946 and 2010 that were related to the internal debates of Italian political parties. These documents, which are addressed to party members and activists rather than the wider public, have been analyzed through quantitative text analysis of word frequencies. The results confirm that a few relevant changes occurred that involve the lexicon, tone, and content of messages. However, concepts such as left and right are still relevant, and we observed neither a strong decline in the use of ideological terms nor a wider usage of populist words. Despite the growing personalization of politics, the main political leaders are not frequently mentioned, with two exceptions: Prodi and Berlusconi. Overall, there is a distance between intra-party politics and the logic of entertainment.|ideology; leadership; populism; text analysis; lexicon; left-right|PARTY; MEDIATIZATION; BERLUSCONI; DISCOURSE; LEADERS|Linguistics; Language \& Linguistics|0|0|3
